Order ID;Order Date;Ship Date;Ship Mode;Postal Code;Customer ID
CA-2015-151078;12/11/2015;12/11/2015;Same Day;78207;RF-19840
US-2017-100839;13/10/2017;17/10/2017;Standard Class;80013;NC-18625
US-2018-116659;12/11/2018;12/11/2018;Same Day;43055;NG-18355
CA-2018-118857;15/04/2018;18/04/2018;First Class;89015;AH-10075
CA-2016-127110;25/06/2016;01/07/2016;Standard Class;19143;CH-12070
CA-2017-148201;26/08/2017;29/08/2017;Second Class;98103;CC-12145
CA-2015-116932;21/07/2015;25/07/2015;Standard Class;94122;ME-18010
CA-2018-142888;21/11/2018;25/11/2018;Standard Class;99207;BP-11230
CA-2015-147914;04/06/2015;09/06/2015;Standard Class;43229;MP-17470
US-2017-112977;10/03/2017;16/03/2017;Standard Class;11561;CJ-12010
CA-2018-112039;25/03/2018;29/03/2018;Standard Class;78207;JC-15775
CA-2018-118885;29/12/2018;02/01/2019;Standard Class;90049;JG-15160
US-2018-166611;28/03/2018;02/04/2018;Standard Class;32216;CK-12760
CA-2016-109512;05/03/2016;05/03/2016;Same Day;10011;LF-17185
CA-2017-118570;13/11/2017;17/11/2017;Standard Class;19143;CC-12430
CA-2018-154718;19/01/2018;23/01/2018;Second Class;76248;DL-12865
CA-2017-147578;22/04/2017;26/04/2017;Second Class;94122;PG-18895
CA-2015-140165;13/05/2015;15/05/2015;First Class;33012;EH-14005
CA-2015-142587;21/10/2015;22/10/2015;First Class;45014;TB-21520
CA-2015-157623;14/03/2015;18/03/2015;Standard Class;92646;DK-13225
CA-2018-145310;22/12/2018;24/12/2018;Second Class;32127;JP-15520
CA-2017-100083;24/11/2017;29/11/2017;Standard Class;97504;CD-11980
US-2018-108063;02/12/2018;05/12/2018;First Class;22901;AS-10090
CA-2016-109197;31/12/2016;04/01/2017;Standard Class;59801;JO-15280
CA-2018-141789;03/10/2018;06/10/2018;First Class;55407;AC-10450
CA-2015-169775;29/08/2015;02/09/2015;Second Class;33178;RA-19945
CA-2017-140543;29/06/2017;03/07/2017;Second Class;29501;Co-12640
CA-2017-151141;20/08/2017;23/08/2017;First Class;48205;DW-13480
CA-2018-167094;21/10/2018;22/10/2018;First Class;97477;DK-12835
CA-2018-154410;21/10/2018;24/10/2018;First Class;46203;MD-17860
US-2017-150567;17/05/2017;21/05/2017;Standard Class;32712;RP-19855
CA-2016-157959;03/02/2016;04/02/2016;First Class;90008;RW-19540
CA-2018-105886;18/12/2018;23/12/2018;Standard Class;11572;DB-13660
CA-2017-105963;15/11/2017;22/11/2017;Standard Class;90008;SC-20770
CA-2018-121503;03/07/2018;06/07/2018;Second Class;77041;FH-14275
CA-2015-103366;15/01/2015;17/01/2015;First Class;30076;EH-13990
CA-2018-124597;30/04/2018;05/05/2018;Standard Class;33437;AS-10630
CA-2016-105634;08/11/2016;14/11/2016;Standard Class;2038;HA-14905
CA-2016-123673;30/10/2016;01/11/2016;Second Class;48227;CH-12070
US-2018-111423;17/08/2018;19/08/2018;First Class;13601;EH-13765
CA-2016-125178;03/10/2016;09/10/2016;Standard Class;19601;MZ-17515
CA-2017-156685;08/07/2017;10/07/2017;Second Class;76017;SC-20230
CA-2018-126865;05/12/2018;07/12/2018;Second Class;92024;NP-18325
CA-2018-102834;09/03/2018;13/03/2018;Standard Class;94110;LW-16990
US-2017-139710;09/06/2017;15/06/2017;Standard Class;90045;GM-14680
CA-2018-121538;28/11/2018;01/12/2018;First Class;80219;RH-19495
US-2018-101539;16/03/2018;18/03/2018;Second Class;98105;VM-21685
CA-2017-152121;27/11/2017;29/11/2017;Second Class;85254;CC-12670
CA-2018-161200;06/08/2018;10/08/2018;Second Class;70506;SV-20365
CA-2018-101245;27/11/2018;03/12/2018;Standard Class;94109;LW-16990
CA-2016-141768;25/05/2016;27/05/2016;Second Class;94109;NP-18685
CA-2017-112109;08/07/2017;12/07/2017;Standard Class;80020;JE-15715
CA-2018-144064;29/08/2018;01/09/2018;First Class;62301;CP-12085
CA-2017-108581;20/06/2017;26/06/2017;Standard Class;75007;EA-14035
CA-2018-157987;02/09/2018;06/09/2018;Standard Class;10009;AC-10615
CA-2018-110905;10/09/2018;15/09/2018;Second Class;65807;RW-19690
CA-2018-165841;21/12/2018;28/12/2018;Standard Class;7501;DB-13210
CA-2018-117485;23/09/2018;29/09/2018;Standard Class;74133;BD-11320
CA-2018-140242;06/05/2018;11/05/2018;Standard Class;60623;ML-17755
CA-2015-148950;14/12/2015;19/12/2015;Standard Class;60610;JD-16015
CA-2015-110408;18/10/2015;20/10/2015;Second Class;36116;AS-10225
CA-2016-109939;08/05/2016;12/05/2016;Standard Class;97301;AA-10375
CA-2017-112669;14/04/2017;14/04/2017;Same Day;85301;KT-16465
CA-2016-119592;14/12/2016;16/12/2016;Second Class;31907;MM-18280
CA-2015-122749;03/12/2015;09/12/2015;Standard Class;73120;NG-18430
CA-2015-164721;25/11/2015;27/11/2015;Second Class;94513;LW-16825
CA-2017-147417;25/07/2017;27/07/2017;First Class;43229;CB-12415
CA-2016-127509;09/11/2016;13/11/2016;Standard Class;65807;AS-10090
CA-2018-111374;24/02/2018;28/02/2018;Standard Class;19134;CB-12415
CA-2018-133648;25/06/2018;02/07/2018;Standard Class;97477;ML-17755
US-2018-147221;02/12/2018;04/12/2018;Second Class;77036;JS-16030
CA-2015-131905;06/02/2015;09/02/2015;First Class;23320;ND-18460
CA-2018-166128;11/04/2018;18/04/2018;Standard Class;91104;LW-17215
CA-2018-163510;25/12/2018;28/12/2018;Second Class;40214;JW-15955
US-2018-143028;11/04/2018;18/04/2018;Standard Class;79424;SC-20050
CA-2015-111150;31/12/2015;04/01/2016;Standard Class;65203;RW-19630
CA-2018-165386;03/08/2018;04/08/2018;First Class;60623;CM-12190
CA-2015-116407;15/11/2015;21/11/2015;Standard Class;37604;JF-15190
CA-2016-155761;11/12/2016;11/12/2016;Same Day;77041;SC-20800
CA-2017-145905;18/09/2017;23/09/2017;Standard Class;36830;AM-10705
CA-2016-113110;19/03/2016;23/03/2016;Standard Class;92404;BK-11260
CA-2017-168354;19/09/2017;21/09/2017;First Class;2908;RH-19510
US-2018-111241;20/08/2018;22/08/2018;Second Class;93727;GM-14500
CA-2016-114237;13/03/2016;15/03/2016;First Class;98103;MC-17275
CA-2017-113516;08/09/2017;10/09/2017;Second Class;93534;VM-21685
CA-2016-117961;26/11/2016;30/11/2016;Standard Class;1453;GP-14740
CA-2017-128923;09/12/2017;13/12/2017;Standard Class;76106;GB-14530
CA-2018-162481;25/09/2018;29/09/2018;Standard Class;55901;CT-11995
CA-2016-119214;23/01/2016;27/01/2016;Standard Class;59715;CW-11905
CA-2016-122287;18/06/2016;23/06/2016;Standard Class;85345;SN-20560
CA-2016-104493;02/10/2016;08/10/2016;Standard Class;92105;EB-13705
US-2018-158946;18/11/2018;23/11/2018;Standard Class;44107;JW-15220
CA-2015-129168;17/08/2015;23/08/2015;Standard Class;77095;KB-16585
CA-2017-131835;17/07/2017;21/07/2017;Standard Class;8861;MC-17590
CA-2016-142237;11/07/2016;13/07/2016;First Class;19134;CK-12595
CA-2017-136434;01/12/2017;07/12/2017;Standard Class;47374;RD-19480
CA-2018-120376;22/12/2018;25/12/2018;First Class;48227;TP-21130
CA-2015-106439;31/10/2015;04/11/2015;Standard Class;90049;GG-14650
CA-2016-133452;13/04/2016;19/04/2016;Standard Class;91767;ZC-21910
CA-2017-146521;21/07/2017;23/07/2017;Second Class;19134;CC-12610
US-2018-110996;20/11/2018;25/11/2018;Standard Class;91761;KA-16525
CA-2017-129693;26/11/2017;02/12/2017;Standard Class;98105;TC-20980
CA-2018-122504;07/11/2018;12/11/2018;Second Class;94513;DB-13270
CA-2015-131051;01/12/2015;05/12/2015;Standard Class;94122;TR-21325
CA-2018-140676;12/09/2018;15/09/2018;First Class;21215;BF-11080
CA-2016-120103;24/12/2016;29/12/2016;Standard Class;85023;MS-17365
CA-2018-104647;23/02/2018;01/03/2018;Standard Class;90008;CK-12595
CA-2015-110352;23/11/2015;29/11/2015;Standard Class;77036;ED-13885
CA-2017-140501;23/06/2017;28/06/2017;Standard Class;10009;IM-15070
CA-2016-139290;26/10/2016;30/10/2016;Standard Class;91730;MY-17380
CA-2018-166142;15/07/2018;19/07/2018;Standard Class;19805;MM-17260
CA-2015-145926;17/11/2015;21/11/2015;Standard Class;56560;MP-17470
CA-2016-149678;13/04/2016;15/04/2016;Second Class;87401;AW-10840
US-2016-164357;25/11/2016;29/11/2016;Standard Class;28403;SF-20065
US-2017-146570;15/05/2017;20/05/2017;Standard Class;39212;SN-20710
CA-2018-124401;07/09/2018;12/09/2018;Standard Class;97206;RD-19900
US-2015-140116;10/03/2015;17/03/2015;Standard Class;80219;KT-16480
CA-2015-123295;18/07/2015;18/07/2015;Same Day;85705;AH-10120
CA-2018-167101;24/03/2018;28/03/2018;Second Class;10009;BM-11650
US-2015-167633;30/09/2015;05/10/2015;Standard Class;33437;BW-11200
US-2015-152723;26/09/2015;26/09/2015;Same Day;75150;HG-14965
CA-2016-164882;31/10/2016;31/10/2016;Same Day;92374;SG-20080
CA-2016-159786;12/10/2016;17/10/2016;Second Class;14609;RK-19300
CA-2017-130267;19/09/2017;23/09/2017;Standard Class;95207;SW-20245
CA-2018-155460;13/04/2018;15/04/2018;First Class;98105;RW-19630
US-2018-168690;07/01/2018;13/01/2018;Standard Class;32174;TS-21085
CA-2018-158246;09/11/2018;11/11/2018;First Class;94086;JB-15400
CA-2018-167381;22/09/2018;24/09/2018;Second Class;48911;EH-14005
CA-2018-144862;01/12/2018;05/12/2018;Standard Class;19143;EH-14005
CA-2015-126032;23/06/2015;28/06/2015;Standard Class;19143;BS-11665
CA-2016-134859;04/10/2016;09/10/2016;Standard Class;19134;JK-16120
US-2015-114188;20/05/2015;22/05/2015;Second Class;3820;RF-19345
CA-2016-156524;20/11/2016;26/11/2016;Standard Class;10011;DL-12865
CA-2016-122210;30/11/2016;04/12/2016;Standard Class;19134;WB-21850
CA-2016-156377;31/12/2016;05/01/2017;Standard Class;75051;TB-21625
US-2018-157896;16/11/2018;16/11/2018;Same Day;10009;CB-12415
CA-2015-159520;06/06/2015;11/06/2015;Standard Class;11561;GT-14635
CA-2017-155481;01/09/2017;05/09/2017;Standard Class;19140;DK-13225
US-2017-152051;25/06/2017;29/06/2017;Standard Class;17403;TS-21160
CA-2015-141607;12/12/2015;17/12/2015;Standard Class;94521;WB-21850
CA-2018-102771;31/03/2018;05/04/2018;Standard Class;10035;DO-13435
US-2018-139969;19/11/2018;26/11/2018;Standard Class;77840;AF-10870
CA-2015-167360;24/11/2015;29/11/2015;Second Class;63116;RB-19435
CA-2016-123505;22/11/2016;26/11/2016;Standard Class;2169;AR-10540
CA-2017-117282;14/07/2017;18/07/2017;Standard Class;10009;DR-12880
US-2017-120460;30/04/2017;05/05/2017;Standard Class;75081;BF-11170
CA-2017-111115;25/07/2017;27/07/2017;Second Class;90032;LB-16735
CA-2015-124646;22/06/2015;24/06/2015;First Class;55407;DV-13465
CA-2018-148166;21/10/2018;26/10/2018;Standard Class;32725;NK-18490
CA-2017-159737;03/09/2017;09/09/2017;Standard Class;60610;CS-11950
CA-2017-141019;14/05/2017;14/05/2017;Same Day;45231;LH-17155
CA-2017-101938;07/01/2017;12/01/2017;Standard Class;94601;DW-13480
CA-2018-166296;13/03/2018;19/03/2018;Standard Class;95336;KF-16285
CA-2017-154018;13/10/2017;19/10/2017;Standard Class;78041;HA-14920
CA-2018-117870;27/01/2018;30/01/2018;Second Class;44240;JH-15820
US-2018-137491;19/11/2018;25/11/2018;Standard Class;76903;LC-16930
CA-2015-152296;01/08/2015;03/08/2015;First Class;94122;IL-15100
CA-2017-112025;30/07/2017;04/08/2017;Standard Class;77070;LS-16975
CA-2016-132507;30/07/2016;03/08/2016;Second Class;77041;CC-12610
CA-2017-125738;15/10/2017;21/10/2017;Standard Class;84106;PB-18805
CA-2017-128818;07/05/2017;11/05/2017;Standard Class;10009;CJ-12010
CA-2018-124576;01/08/2018;04/08/2018;Second Class;93905;HK-14890
CA-2017-101378;14/07/2017;14/07/2017;Same Day;35810;RH-19600
CA-2018-143063;10/08/2018;15/08/2018;Standard Class;47201;IL-15100
CA-2017-118913;25/06/2017;29/06/2017;Standard Class;90049;AS-10240
CA-2017-128412;10/12/2017;17/12/2017;Standard Class;98105;AP-10915
CA-2017-136483;01/12/2017;06/12/2017;Standard Class;37918;AG-10390
CA-2015-163013;28/11/2015;04/12/2015;Standard Class;36116;BF-11080
CA-2016-135363;28/03/2016;02/04/2016;Standard Class;19120;CK-12205
US-2015-165659;01/06/2015;06/06/2015;Standard Class;72209;LT-17110
CA-2016-138002;06/09/2016;12/09/2016;Standard Class;98103;BT-11305
CA-2016-128860;29/06/2016;05/07/2016;Standard Class;17602;SC-20725
CA-2017-164350;10/09/2017;12/09/2017;Second Class;37620;CG-12040
US-2015-103905;14/07/2015;20/07/2015;Standard Class;60505;AW-10930
CA-2016-129854;22/08/2016;26/08/2016;Standard Class;10009;RB-19705
CA-2015-125556;14/11/2015;16/11/2015;Second Class;6824;ML-17410
CA-2017-162313;27/11/2017;30/11/2017;First Class;48146;VB-21745
CA-2018-107874;21/11/2018;25/11/2018;Standard Class;10035;SW-20275
CA-2018-129378;01/10/2018;02/10/2018;First Class;95123;NS-18505
CA-2015-151953;20/09/2015;25/09/2015;Standard Class;32216;DB-13555
CA-2018-130841;28/07/2018;01/08/2018;Standard Class;94110;MH-17620
CA-2016-131884;06/12/2016;06/12/2016;Same Day;43302;DK-13375
CA-2018-121909;31/07/2018;05/08/2018;Standard Class;19134;EA-14035
CA-2017-106383;19/03/2017;21/03/2017;Second Class;80122;BT-11440
CA-2018-130771;29/07/2018;03/08/2018;Standard Class;78745;LA-16780
CA-2017-139157;01/10/2017;05/10/2017;Standard Class;10024;GM-14680
CA-2015-128055;31/03/2015;05/04/2015;Standard Class;94122;AA-10315
CA-2018-157091;26/06/2018;01/07/2018;Standard Class;46350;DB-13405
CA-2018-132122;09/07/2018;14/07/2018;Standard Class;60610;JH-15820
CA-2016-123232;14/12/2016;16/12/2016;Second Class;97206;DJ-13630
CA-2016-145849;15/09/2016;17/09/2016;Second Class;46203;CT-11995
CA-2017-122322;15/07/2017;21/07/2017;Standard Class;84604;RH-19510
CA-2018-166849;20/04/2018;26/04/2018;Standard Class;60610;SJ-20125
CA-2017-146633;15/11/2017;17/11/2017;Second Class;90049;TG-21310
US-2017-126893;26/11/2017;01/12/2017;Standard Class;19134;CT-11995
CA-2018-103380;21/11/2018;25/11/2018;Standard Class;91104;BF-11005
CA-2016-116092;15/02/2016;18/02/2016;Second Class;90004;JM-16195
CA-2017-117849;15/04/2017;17/04/2017;Second Class;92105;JK-16120
CA-2016-169201;28/09/2016;01/10/2016;First Class;94110;HG-14965
CA-2017-164091;17/09/2017;22/09/2017;Standard Class;4401;LA-16780
CA-2018-105214;16/06/2018;19/06/2018;First Class;94122;TS-21610
CA-2016-117611;08/11/2016;10/11/2016;Second Class;92024;MZ-17335
US-2016-137960;18/12/2016;18/12/2016;Same Day;10035;MW-18220
CA-2018-122994;06/02/2018;09/02/2018;First Class;22204;MV-17485
CA-2017-131065;14/11/2017;16/11/2017;Second Class;30318;AA-10375
CA-2018-149146;12/10/2018;12/10/2018;Same Day;28110;SM-20320
CA-2018-137470;17/09/2018;17/09/2018;Same Day;98115;TP-21415
CA-2018-105480;20/12/2018;26/12/2018;Standard Class;14609;DK-13225
CA-2018-164917;02/12/2018;07/12/2018;Standard Class;33180;MK-17905
CA-2016-102036;21/09/2016;27/09/2016;Standard Class;98105;CS-12130
CA-2016-142944;06/03/2016;11/03/2016;Standard Class;94122;JL-15850
CA-2015-157882;03/10/2015;08/10/2015;Second Class;90036;AR-10405
CA-2015-104283;27/06/2015;01/07/2015;Standard Class;38671;LM-17065
CA-2018-142622;30/10/2018;02/11/2018;First Class;98115;JK-15625
CA-2017-132143;03/09/2017;05/09/2017;First Class;6457;FM-14215
CA-2016-153108;05/03/2016;09/03/2016;Standard Class;47362;SF-20200
CA-2017-112676;05/05/2017;08/05/2017;First Class;37130;PJ-18835
CA-2018-165687;17/11/2018;23/11/2018;Standard Class;24153;CS-12355
US-2018-112928;01/06/2018;05/06/2018;Second Class;43615;BB-10990
CA-2018-143343;10/06/2018;13/06/2018;First Class;90032;BW-11200
CA-2018-115154;08/01/2018;11/01/2018;First Class;98115;RS-19420
CA-2016-149342;20/04/2016;25/04/2016;Standard Class;31907;TS-21160
CA-2016-130995;01/11/2016;06/11/2016;Standard Class;10009;QJ-19255
CA-2018-127929;23/12/2018;27/12/2018;Standard Class;6457;FM-14215
CA-2016-113145;01/11/2016;05/11/2016;Standard Class;10011;VD-21670
CA-2015-162362;14/11/2015;18/11/2015;Standard Class;48640;JL-15505
CA-2017-106558;17/01/2017;21/01/2017;Standard Class;31907;DL-13495
CA-2018-157931;17/09/2018;22/09/2018;Second Class;30076;MO-17800
CA-2017-115574;23/12/2017;24/12/2017;First Class;60623;BP-11185
CA-2016-160794;06/08/2016;08/08/2016;First Class;77041;MS-17980
CA-2018-116225;05/11/2018;09/11/2018;Standard Class;10009;SV-20935
US-2018-120418;11/06/2018;12/06/2018;First Class;85345;BC-11125
CA-2018-122035;20/07/2018;25/07/2018;Standard Class;57103;EM-13825
CA-2016-117828;23/12/2016;26/12/2016;First Class;23223;BD-11500
CA-2018-165491;20/03/2018;24/03/2018;Standard Class;98115;HW-14935
CA-2016-109470;31/12/2016;03/01/2017;Second Class;42420;KC-16255
CA-2016-105102;15/09/2016;19/09/2016;Second Class;10035;BM-11575
CA-2018-138422;23/09/2018;26/09/2018;First Class;80525;KN-16705
US-2016-147739;25/12/2016;29/12/2016;Standard Class;19140;JD-16150
CA-2017-155187;24/09/2017;26/09/2017;Second Class;90004;LA-16780
CA-2018-169285;21/03/2018;25/03/2018;Standard Class;47905;RW-19690
CA-2015-140886;30/09/2015;04/10/2015;Standard Class;37042;KW-16570
CA-2018-152695;10/12/2018;10/12/2018;Same Day;6824;CC-12220
CA-2015-110639;23/08/2015;23/08/2015;Same Day;10009;RH-19495
CA-2015-121727;19/08/2015;24/08/2015;Standard Class;43229;JK-15625
CA-2017-137736;10/11/2017;15/11/2017;Standard Class;31088;DC-13285
US-2015-143231;31/12/2015;03/01/2016;First Class;2038;GM-14455
US-2015-155894;26/07/2015;30/07/2015;Second Class;60623;CL-11890
CA-2017-119025;22/02/2017;28/02/2017;Standard Class;53209;PV-18985
CA-2017-159373;13/03/2017;18/03/2017;Standard Class;78207;LT-17110
CA-2018-109701;02/12/2018;03/12/2018;Same Day;90032;AM-10360
CA-2016-111514;31/08/2016;02/09/2016;First Class;94122;SC-20260
US-2015-148838;17/03/2015;21/03/2015;Standard Class;10024;CP-12340
CA-2018-136497;16/04/2018;20/04/2018;Standard Class;43229;RF-19840
US-2017-108637;13/03/2017;18/03/2017;Standard Class;22980;AB-10060
CA-2015-102295;24/11/2015;26/11/2015;Second Class;95823;EH-13990
CA-2018-123659;10/02/2018;13/02/2018;First Class;20735;MN-17935
US-2017-129469;23/09/2017;27/09/2017;Standard Class;45014;KL-16555
CA-2018-155152;07/07/2018;09/07/2018;Second Class;2886;MP-17965
CA-2017-159940;07/07/2017;11/07/2017;Second Class;60505;BF-11020
CA-2018-119669;24/01/2018;30/01/2018;Standard Class;30080;TP-21130
US-2015-164616;19/08/2015;21/08/2015;Second Class;43229;MS-17770
CA-2016-148628;06/12/2016;11/12/2016;Standard Class;91360;KM-16375
CA-2017-118052;06/05/2017;10/05/2017;Standard Class;44052;BE-11455
US-2018-117534;25/03/2018;26/03/2018;First Class;93727;CV-12295
CA-2016-145065;12/12/2016;15/12/2016;First Class;92105;DK-13375
US-2016-127040;06/12/2016;10/12/2016;Standard Class;10009;SG-20605
CA-2017-128111;17/03/2017;23/03/2017;Standard Class;2148;CS-12355
CA-2016-137897;14/11/2016;19/11/2016;Standard Class;10035;PJ-18835
CA-2018-169264;14/08/2018;16/08/2018;Second Class;94109;NP-18700
CA-2018-147361;09/09/2018;15/09/2018;Standard Class;29501;SB-20290
CA-2018-145877;01/04/2018;04/04/2018;Second Class;65807;AS-10090
US-2017-110170;27/09/2017;03/10/2017;Standard Class;77340;HM-14860
CA-2018-108574;07/10/2018;11/10/2018;Standard Class;90045;MG-18145
CA-2018-144589;20/01/2018;25/01/2018;Standard Class;94122;TM-21010
CA-2018-155985;23/03/2018;25/03/2018;First Class;94122;BE-11335
CA-2015-162684;01/08/2015;06/08/2015;Standard Class;19120;AS-10630
CA-2016-142041;07/06/2016;09/06/2016;Second Class;90036;EM-13810
CA-2015-151295;12/11/2015;16/11/2015;Standard Class;90045;JA-15970
CA-2017-156300;29/12/2017;02/01/2018;Standard Class;53209;TB-21595
CA-2016-146087;06/07/2016;11/07/2016;Standard Class;1040;PP-18955
CA-2018-168655;12/10/2018;18/10/2018;Standard Class;87105;ML-18040
CA-2017-107202;21/05/2017;28/05/2017;Standard Class;89431;LC-16930
CA-2018-159597;09/11/2018;14/11/2018;Standard Class;92236;MC-17590
CA-2017-155551;18/04/2017;23/04/2017;Standard Class;60126;CR-12580
US-2018-147669;25/12/2018;30/12/2018;Standard Class;45014;SV-20935
CA-2017-169922;11/06/2017;17/06/2017;Standard Class;76017;MZ-17515
CA-2018-100748;13/05/2018;20/05/2018;Standard Class;94110;RB-19795
CA-2018-129805;28/12/2018;02/01/2019;Standard Class;98103;HM-14860
CA-2015-148586;25/03/2015;01/04/2015;Standard Class;10009;AZ-10750
US-2018-112613;28/05/2018;01/06/2018;Standard Class;77070;JH-15910
CA-2016-154746;14/11/2016;17/11/2016;First Class;22153;PJ-18835
CA-2018-140053;03/07/2018;10/07/2018;Standard Class;87401;CA-12265
CA-2015-164210;18/11/2015;20/11/2015;Second Class;80027;PW-19240
CA-2018-139948;17/07/2018;22/07/2018;Standard Class;33614;SW-20455
CA-2017-146934;22/05/2017;27/05/2017;Standard Class;7055;AF-10870
CA-2016-100573;25/09/2016;01/10/2016;Standard Class;90004;AM-10705
CA-2017-119165;31/10/2017;06/11/2017;Standard Class;19143;BD-11320
CA-2016-128027;14/09/2016;17/09/2016;Second Class;29406;CM-12385
CA-2017-140207;05/11/2017;10/11/2017;Standard Class;95123;CS-12400
CA-2018-140949;17/03/2018;22/03/2018;Second Class;10011;DB-13405
CA-2018-138548;15/08/2018;21/08/2018;Standard Class;7060;JG-15160
CA-2016-142419;11/07/2016;13/07/2016;Second Class;98115;SC-20380
CA-2018-148691;03/12/2018;09/12/2018;Standard Class;10009;CS-12460
CA-2018-128755;04/05/2018;08/05/2018;Standard Class;23602;MK-18160
US-2017-135923;22/01/2017;28/01/2017;Standard Class;28314;CM-11935
CA-2017-114972;03/11/2017;06/11/2017;First Class;90032;PF-19225
CA-2018-102750;04/09/2018;08/09/2018;Second Class;90036;GM-14695
CA-2015-145212;13/09/2015;19/09/2015;Standard Class;10011;DC-12850
CA-2018-141992;19/06/2018;25/06/2018;Standard Class;75220;FO-14305
CA-2018-147956;24/12/2018;31/12/2018;Standard Class;98105;AH-10210
CA-2018-126067;28/08/2018;03/09/2018;Standard Class;98105;KN-16705
CA-2016-104514;02/01/2016;04/01/2016;Second Class;19711;CB-12535
CA-2016-141040;09/10/2016;13/10/2016;Second Class;10024;TB-21250
CA-2015-113579;13/12/2015;15/12/2015;Second Class;90049;KD-16345
CA-2015-144624;19/11/2015;23/11/2015;Standard Class;14701;JM-15865
CA-2017-146206;10/09/2017;14/09/2017;Second Class;77095;KT-16480
CA-2015-136644;16/06/2015;22/06/2015;Standard Class;46544;SC-20575
CA-2016-122371;26/09/2016;01/10/2016;Standard Class;92037;BS-11800
CA-2017-126935;19/05/2017;24/05/2017;Standard Class;94109;BT-11395
US-2018-133781;22/06/2018;23/06/2018;First Class;33178;DC-12850
CA-2018-131618;17/06/2018;20/06/2018;First Class;60076;LS-17200
CA-2017-149482;14/11/2017;19/11/2017;Standard Class;94110;RR-19315
CA-2015-143917;25/07/2015;27/07/2015;Second Class;94122;KL-16645
CA-2016-120397;02/07/2016;02/07/2016;Same Day;77070;RB-19435
CA-2018-163902;02/03/2018;08/03/2018;Standard Class;90045;MY-17380
CA-2017-136812;18/11/2017;23/11/2017;Standard Class;73120;AW-10930
CA-2016-102722;18/04/2016;19/04/2016;First Class;71203;KW-16570
CA-2018-155089;02/12/2018;06/12/2018;Standard Class;33614;DB-12910
CA-2017-124506;11/11/2017;17/11/2017;Standard Class;60623;BB-11545
CA-2015-106572;05/09/2015;10/09/2015;Standard Class;43402;NP-18700
CA-2015-128888;15/11/2015;22/11/2015;Standard Class;77095;PB-19105
CA-2018-123134;02/05/2018;07/05/2018;Standard Class;7090;DW-13585
CA-2017-124352;15/10/2017;21/10/2017;Standard Class;73120;CD-12790
CA-2016-124541;06/04/2016;10/04/2016;Standard Class;77041;TT-21220
CA-2015-108707;24/10/2015;29/10/2015;Standard Class;33311;DB-12910
CA-2015-111500;17/08/2015;21/08/2015;Standard Class;72209;DJ-13510
US-2018-117723;15/08/2018;18/08/2018;Second Class;19120;DL-13495
CA-2016-143238;06/09/2016;08/09/2016;First Class;92253;LO-17170
CA-2016-168746;27/01/2016;29/01/2016;Second Class;44105;SV-20365
CA-2016-113404;16/07/2016;16/07/2016;Same Day;94122;EM-13810
CA-2017-144792;30/04/2017;04/05/2017;Standard Class;85254;KD-16615
CA-2015-164385;26/09/2015;01/10/2015;Second Class;19134;NB-18580
US-2017-114174;08/09/2017;14/09/2017;Standard Class;2148;AP-10720
CA-2018-108070;16/04/2018;20/04/2018;Standard Class;95123;JE-15745
US-2016-128090;16/08/2016;22/08/2016;Standard Class;85023;JM-15865
CA-2018-101042;19/11/2018;23/11/2018;Standard Class;42420;AB-10105
CA-2017-155439;14/09/2017;18/09/2017;Standard Class;29203;PN-18775
CA-2017-118626;15/08/2017;20/08/2017;Standard Class;32303;JC-15775
CA-2016-111458;26/09/2016;30/09/2016;Standard Class;10035;PF-19165
US-2017-126844;08/10/2017;14/10/2017;Standard Class;77070;BW-11110
US-2016-112508;24/03/2016;30/03/2016;Standard Class;33065;BP-11185
CA-2016-147788;31/05/2016;04/06/2016;Standard Class;84057;TM-21010
CA-2016-144288;25/12/2016;31/12/2016;Standard Class;37211;MB-17305
CA-2016-110632;17/03/2016;22/03/2016;Second Class;10009;HR-14830
CA-2018-109589;21/12/2018;24/12/2018;First Class;42104;BD-11635
CA-2018-123967;01/11/2018;03/11/2018;Second Class;98226;SF-20200
CA-2018-148929;07/09/2018;11/09/2018;Standard Class;10011;SP-20620
CA-2018-134404;27/12/2018;27/12/2018;Same Day;43055;DR-12880
CA-2018-109778;16/07/2018;21/07/2018;Standard Class;60098;VM-21685
CA-2017-155845;12/08/2017;15/08/2017;Second Class;75007;CM-12235
CA-2018-145128;09/07/2018;14/07/2018;Standard Class;47905;SM-20320
CA-2015-129091;22/11/2015;27/11/2015;Standard Class;31907;RA-19885
US-2015-155502;26/01/2015;31/01/2015;Standard Class;22304;SD-20485
CA-2016-121041;03/11/2016;10/11/2016;Standard Class;76117;CS-12250
CA-2018-131695;30/06/2018;06/07/2018;Standard Class;10024;RA-19285
CA-2017-137729;05/05/2017;09/05/2017;Standard Class;90004;BF-11005
US-2017-115455;08/09/2017;14/09/2017;Standard Class;60090;SE-20110
CA-2018-128300;24/11/2018;26/11/2018;Second Class;29483;RS-19765
CA-2018-149048;13/05/2018;17/05/2018;Standard Class;47201;BM-11650
CA-2018-108553;23/04/2018;29/04/2018;Standard Class;10024;SK-19990
CA-2017-165848;04/06/2017;04/06/2017;Same Day;10035;EN-13780
CA-2015-112718;16/12/2015;21/12/2015;Standard Class;32216;KN-16450
